episode,reward,steps,car_wait_avg,ped_wait_avg,signal_switches
101,-6348.5,200,17.15930693069307,9.42148514851485,13
102,-6615.5,200,17.173039215686273,9.443480392156863,13
103,-5705.5,200,17.16878640776699,9.444854368932038,13
104,-6044.5,200,17.176009615384615,9.435673076923077,13
105,-6334.0,200,17.180619047619047,9.465904761904762,13
106,-6006.5,200,17.181037735849056,9.475330188679246,13
107,-6334.5,200,17.185747663551403,9.497429906542056,13
108,-6187.0,200,17.190833333333334,9.510231481481481,13
109,-6270.0,200,17.196743119266056,9.525045871559634,13
110,-6080.5,200,17.195636363636364,9.528727272727274,13
111,-6243.0,200,17.203603603603604,9.523603603603604,13
112,-5967.5,200,17.211964285714284,9.501607142857143,13
113,-6149.0,200,17.220044247787612,9.488362831858407,13
114,-5848.0,200,17.218771929824563,9.490877192982456,13
115,-5827.0,200,17.225739130434782,9.466173913043479,13
116,-5549.5,200,17.22168103448276,9.445474137931035,13
117,-5359.5,200,17.214273504273503,9.426752136752137,13
118,-6207.0,200,17.219618644067797,9.431483050847458,13
119,-6220.5,200,17.230126050420168,9.422394957983194,13
120,-5940.0,200,17.224625,9.449,13
121,-6456.0,200,17.235123966942147,9.454297520661157,13
122,-5635.5,200,17.235860655737707,9.432581967213114,13
123,-5905.0,200,17.23890243902439,9.420853658536585,13
124,-6074.5,200,17.24391129032258,9.41633064516129,13
125,-6142.5,200,17.24388,9.43168,13
126,-6295.5,200,17.253650793650795,9.433492063492064,13
127,-5425.0,200,17.251574803149605,9.4003937007874,13
128,-5722.5,200,17.2508984375,9.3876953125,13
129,-5867.5,200,17.25437984496124,9.37515503875969,13
130,-6216.0,200,17.25953846153846,9.3875,13
131,-5875.5,200,17.2556106870229,9.391832061068703,13
132,-5927.5,200,17.256060606060608,9.390189393939394,13
133,-5938.0,200,17.261315789473684,9.3753007518797,13
134,-5961.0,200,17.267649253731342,9.358171641791046,13
135,-5547.5,200,17.262333333333334,9.355925925925925,13
136,-6397.5,200,17.263933823529413,9.374558823529412,13
137,-5992.5,200,17.265255474452555,9.3714598540146,13
138,-5767.5,200,17.26463768115942,9.365144927536232,13
139,-6186.0,200,17.266330935251798,9.386870503597123,13
140,-5843.0,200,17.267107142857142,9.37825,13
141,-6217.0,200,17.267198581560283,9.392340425531915,13
142,-5962.5,200,17.27204225352113,9.373697183098592,13
143,-5878.0,200,17.27465034965035,9.364685314685314,13
144,-5880.0,200,17.27642361111111,9.3590625,13
145,-6349.5,200,17.28244827586207,9.359068965517242,13
146,-5629.0,200,17.283527397260276,9.33804794520548,13
147,-6031.5,200,17.2828231292517,9.349013605442178,13
148,-6144.5,200,17.286554054054054,9.352094594594595,13
149,-6118.0,200,17.288053691275167,9.363456375838926,13
150,-5910.0,200,17.292333333333332,9.347433333333333,13
151,-6357.5,200,17.2926821192053,9.366920529801325,13
152,-6426.0,200,17.296809210526316,9.38046052631579,13
153,-6487.5,200,17.299738562091502,9.410032679738562,13
154,-5787.0,200,17.302012987012986,9.390844155844157,13
155,-5954.0,200,17.30077419354839,9.401387096774194,13
156,-5597.5,200,17.295961538461537,9.397051282051281,13
157,-5747.0,200,17.295955414012738,9.39171974522293,13
158,-5684.5,200,17.29901898734177,9.365126582278481,13
159,-5344.0,200,17.28877358490566,9.368490566037735,13
160,-6081.5,200,17.2845,9.38775,13
161,-6304.5,200,17.28888198757764,9.398012422360248,13
162,-6125.0,200,17.290864197530865,9.403425925925927,13
163,-5984.5,200,17.293067484662576,9.396411042944786,13
164,-6279.0,200,17.295091463414636,9.407439024390245,13
165,-6130.5,200,17.29339393939394,9.418909090909091,13
166,-6108.5,200,17.298855421686746,9.41039156626506,13
167,-5572.0,200,17.290029940119762,9.421467065868264,13
168,-6121.5,200,17.290892857142858,9.43327380952381,13
169,-5919.0,200,17.28896449704142,9.442514792899408,13
170,-6291.0,200,17.288470588235295,9.463617647058824,13
171,-5645.0,200,17.28842105263158,9.440994152046784,13
172,-6049.5,200,17.289622093023254,9.448052325581395,13
173,-6105.5,200,17.28878612716763,9.463757225433525,13
174,-6324.0,200,17.294080459770115,9.471005747126437,13
175,-5569.0,200,17.291285714285713,9.452828571428572,13
176,-5621.5,200,17.287017045454544,9.447045454545455,13
177,-5822.5,200,17.288870056497174,9.438022598870056,13
178,-5682.0,200,17.28643258426966,9.437275280898877,13
179,-5412.5,200,17.282206703910614,9.420893854748604,13
180,-5835.5,200,17.277444444444445,9.433444444444444,13
181,-6092.5,200,17.279779005524862,9.432817679558012,13
182,-5899.0,200,17.279258241758242,9.435494505494505,13
183,-6173.0,200,17.284016393442624,9.433005464480875,13
184,-5932.5,200,17.282934782608695,9.430597826086956,13
185,-6272.0,200,17.285972972972974,9.437891891891892,13
186,-6029.5,200,17.284193548387098,9.443763440860215,13
187,-5899.0,200,17.284224598930482,9.447139037433155,13
188,-6065.0,200,17.28808510638298,9.44186170212766,13
189,-6240.5,200,17.29010582010582,9.448068783068782,13
190,-5988.5,200,17.291894736842107,9.443657894736843,13
191,-5715.0,200,17.285078534031413,9.451858638743456,13
192,-5998.5,200,17.285729166666666,9.45453125,13
193,-5357.0,200,17.281709844559586,9.435051813471503,13
194,-6018.5,200,17.283762886597938,9.429149484536083,13
195,-5038.5,200,17.276,9.413846153846153,13
196,-5736.0,200,17.27357142857143,9.414948979591836,13
197,-6108.5,200,17.27236040609137,9.427893401015229,13
198,-6330.0,200,17.273611111111112,9.443914141414142,13
199,-5911.5,200,17.27356783919598,9.442462311557788,13
200,-6400.5,200,17.27405,9.457975,13
201,-6220.5,200,17.274427860696516,9.473930348258707,13
202,-5872.0,200,17.27490099009901,9.47368811881188,13
203,-6065.5,200,17.27497536945813,9.47731527093596,13
204,-5793.0,200,17.273946078431372,9.473799019607844,13
205,-5997.5,200,17.27658536585366,9.466975609756098,13
206,-6558.0,200,17.28114077669903,9.479781553398059,13
207,-5881.5,200,17.283019323671496,9.469806763285025,13
208,-5941.0,200,17.282956730769232,9.469206730769232,13
209,-5886.0,200,17.28633971291866,9.455645933014354,13
210,-6034.0,200,17.28847619047619,9.45404761904762,13
211,-5717.0,200,17.28931279620853,9.441398104265403,13
212,-6100.0,200,17.29009433962264,9.444622641509435,13
213,-6082.5,200,17.2912441314554,9.44206572769953,13
214,-5638.5,200,17.291892523364485,9.422009345794393,13
215,-6016.0,200,17.295627906976744,9.410186046511628,13
216,-6322.5,200,17.29488425925926,9.43011574074074,13
217,-6285.0,200,17.295829493087556,9.441198156682027,13
218,-6179.5,200,17.296674311926605,9.448279816513761,13
219,-6555.5,200,17.303858447488583,9.45337899543379,13
220,-6186.0,200,17.305545454545456,9.458363636363636,13
221,-6052.5,200,17.30547511312217,9.460565610859728,13
222,-6472.0,200,17.311891891891893,9.462342342342343,13
223,-5678.5,200,17.305919282511212,9.468004484304933,13
224,-6116.0,200,17.305736607142858,9.47734375,13
225,-6338.5,200,17.308711111111112,9.4856,13
226,-5870.5,200,17.30013274336283,9.508075221238938,13
227,-6155.0,200,17.30160792951542,9.50671806167401,13
228,-6249.5,200,17.305241228070177,9.510416666666666,13
229,-5853.0,200,17.301899563318777,9.514039301310044,13
230,-5873.5,200,17.300695652173914,9.517391304347827,13
231,-5866.5,200,17.301385281385283,9.51387445887446,13
232,-5953.0,200,17.301810344827587,9.515948275862069,13
233,-5535.0,200,17.298004291845494,9.510042918454936,13
234,-5721.5,200,17.295128205128204,9.513760683760683,13
235,-6088.0,200,17.293936170212767,9.516702127659574,13
236,-5795.5,200,17.293453389830507,9.50925847457627,13
237,-6260.0,200,17.296413502109704,9.51324894514768,13
238,-5596.5,200,17.296911764705882,9.499411764705883,13
239,-5882.5,200,17.297426778242677,9.493138075313807,13
240,-5934.0,200,17.298708333333334,9.487520833333333,13
241,-5640.0,200,17.299294605809127,9.472717842323652,13
242,-5847.0,200,17.30086776859504,9.465454545454545,13
243,-5797.5,200,17.29855967078189,9.467860082304528,13
244,-5871.5,200,17.298401639344263,9.467151639344262,13
245,-6139.0,200,17.299387755102043,9.46791836734694,13
246,-6396.5,200,17.300630081300813,9.479837398373984,13
247,-5539.5,200,17.29744939271255,9.474838056680161,13
248,-5764.5,200,17.295201612903227,9.473467741935483,13
249,-6075.5,200,17.296506024096384,9.476004016064257,13
250,-6146.0,200,17.2976,9.47708,13
251,-6135.5,200,17.30155378486056,9.472788844621514,13
252,-5473.0,200,17.297777777777778,9.465912698412698,13
253,-6357.0,200,17.30017786561265,9.475474308300395,13
254,-5346.5,200,17.29336614173228,9.47494094488189,13
255,-6076.5,200,17.295117647058824,9.475803921568627,13
256,-6065.5,200,17.2953515625,9.47845703125,13
257,-5882.5,200,17.296906614785993,9.47136186770428,13
258,-5932.0,200,17.29815891472868,9.46875968992248,13
259,-5351.5,200,17.28953667953668,9.46604247104247,13
260,-5819.5,200,17.287769230769232,9.4675,13
261,-6334.0,200,17.290478927203065,9.472222222222221,13
262,-6201.0,200,17.291068702290076,9.480820610687022,13
263,-5773.5,200,17.287053231939165,9.487243346007604,13
264,-5864.5,200,17.285227272727273,9.485340909090908,13
265,-6295.5,200,17.286811320754715,9.495415094339622,13
266,-6392.5,200,17.288515037593985,9.503609022556391,13
267,-5898.5,200,17.29119850187266,9.496011235955056,13
268,-5928.5,200,17.293003731343283,9.48651119402985,13
269,-5813.0,200,17.292602230483272,9.484386617100371,13
270,-6042.0,200,17.297055555555556,9.473481481481482,13
271,-6709.5,200,17.300424354243543,9.491107011070111,13
272,-6239.5,200,17.29981617647059,9.503492647058824,13
273,-6264.5,200,17.30172161172161,9.508205128205129,13
274,-5852.0,200,17.3042700729927,9.497737226277373,13
275,-5940.5,200,17.30430909090909,9.499527272727272,13
276,-5471.0,200,17.304130434782607,9.478478260869565,13
277,-6137.5,200,17.306805054151624,9.477581227436824,13
278,-5487.5,200,17.302517985611512,9.47611510791367,13
279,-6148.5,200,17.30480286738351,9.476720430107527,13
280,-6091.0,200,17.30601785714286,9.478178571428572,13
281,-5937.5,200,17.307046263345196,9.477081850533807,13
282,-6377.0,200,17.309379432624112,9.48395390070922,13
283,-5279.0,200,17.30685512367491,9.47065371024735,13
284,-5766.0,200,17.308010563380282,9.46169014084507,13
285,-6206.5,200,17.307473684210525,9.46961403508772,13
286,-5860.0,200,17.307657342657343,9.4681993006993,13
287,-5742.0,200,17.30595818815331,9.470209059233449,13
288,-6199.5,200,17.308732638888888,9.467256944444445,13
289,-6347.5,200,17.3121107266436,9.467093425605537,13
290,-6086.0,200,17.313862068965516,9.466931034482759,13
291,-6387.5,200,17.317611683848796,9.469759450171821,13
292,-6046.0,200,17.316438356164383,9.477191780821919,13
293,-6182.0,200,17.31877133105802,9.47684300341297,13
294,-5989.5,200,17.321428571428573,9.471207482993197,13
295,-6129.0,200,17.32372881355932,9.47077966101695,13
296,-5847.5,200,17.32444256756757,9.462719594594594,13
297,-5864.5,200,17.32469696969697,9.456986531986532,13
298,-5888.0,200,17.325184563758388,9.454244966442953,13
299,-6459.5,200,17.329096989966555,9.456772575250836,13
300,-5715.0,200,17.32965,9.447466666666667,13
301,-6860.5,200,17.333770764119603,9.463887043189368,13
302,-5906.0,200,17.331324503311258,9.468427152317881,13
303,-6276.5,200,17.332095709570957,9.476006600660066,13
304,-6276.5,200,17.33327302631579,9.481940789473684,13
305,-5847.5,200,17.33016393442623,9.485540983606557,13
306,-5308.0,200,17.32622549019608,9.47937908496732,13
307,-6231.0,200,17.328469055374594,9.482719869706841,13
308,-5953.5,200,17.32952922077922,9.48137987012987,13
309,-5699.0,200,17.327022653721684,9.483349514563107,13
310,-5612.5,200,17.325854838709677,9.476967741935484,13
311,-6067.0,200,17.327717041800643,9.474742765273312,13
312,-5623.0,200,17.325272435897435,9.473733974358975,13
313,-6252.0,200,17.328610223642173,9.472923322683705,13
314,-6013.5,200,17.329920382165604,9.47028662420382,13
315,-6331.5,200,17.331555555555557,9.478317460317461,13
316,-5842.5,200,17.331835443037974,9.474272151898735,13
317,-6053.5,200,17.333312302839115,9.472160883280758,13
318,-6097.0,200,17.334056603773586,9.475314465408806,13
319,-6152.0,200,17.33448275862069,9.477006269592476,13
320,-6602.5,200,17.33878125,9.48265625,13
321,-6073.5,200,17.33911214953271,9.484688473520249,13
322,-5654.5,200,17.335046583850932,9.491180124223602,13
323,-6348.5,200,17.335696594427244,9.499396284829722,13
324,-5734.0,200,17.336388888888887,9.490617283950618,13
325,-5882.0,200,17.336369230769233,9.49086153846154,13
326,-5782.5,200,17.335874233128834,9.487361963190184,13
327,-5471.0,200,17.330443425076453,9.489388379204893,13
328,-5919.5,200,17.32704268292683,9.496371951219512,13
329,-6012.0,200,17.327021276595744,9.500121580547113,13
330,-6007.5,200,17.327242424242424,9.501969696969697,13
331,-5806.0,200,17.32845921450151,9.492009063444108,13
332,-6096.0,200,17.328027108433734,9.499563253012049,13
333,-6186.5,200,17.327147147147148,9.506546546546547,13
334,-6262.5,200,17.327619760479042,9.512769461077845,13
335,-6417.0,200,17.329597014925373,9.519880597014925,13
336,-5813.0,200,17.328244047619048,9.519122023809524,13
337,-5352.0,200,17.32492581602374,9.513234421364984,13
338,-5732.0,200,17.32449704142012,9.508713017751479,13
339,-5971.0,200,17.323805309734514,9.507846607669617,13
340,-5895.5,200,17.322926470588236,9.507794117647059,13
341,-5627.5,200,17.323489736070382,9.49699413489736,13
342,-5987.0,200,17.323961988304095,9.49688596491228,13
343,-6212.5,200,17.324285714285715,9.504810495626822,13
344,-6260.0,200,17.324433139534882,9.510813953488372,13
345,-5517.5,200,17.322289855072462,9.50636231884058,13
346,-6354.0,200,17.322976878612717,9.5146387283237,13
347,-5164.5,200,17.318933717579252,9.50099423631124,13
348,-5742.5,200,17.317816091954022,9.499683908045977,13
349,-6467.5,200,17.321719197707736,9.501518624641834,13
350,-6058.5,200,17.322657142857143,9.500971428571429,13
351,-6637.5,200,17.32380341880342,9.516737891737892,13
352,-5866.5,200,17.32346590909091,9.516818181818183,13
353,-6228.0,200,17.32512747875354,9.519475920679886,13
354,-6395.0,200,17.325141242937853,9.532118644067797,13
355,-6413.5,200,17.329352112676055,9.53069014084507,13
356,-5458.5,200,17.327710674157302,9.5225,13
357,-5985.5,200,17.329117647058823,9.519327731092437,13
358,-5920.0,200,17.328393854748604,9.522290502793297,13
359,-6509.5,200,17.330222841225627,9.531128133704735,13
360,-5808.5,200,17.331430555555556,9.524583333333334,13
361,-5990.5,200,17.333254847645428,9.52084487534626,13
362,-6161.0,200,17.336091160220995,9.516270718232045,13
363,-6333.5,200,17.337134986225895,9.520165289256198,13
364,-6298.5,200,17.33881868131868,9.520604395604396,13
365,-6564.0,200,17.341068493150686,9.529561643835617,13
366,-6071.5,200,17.34155737704918,9.531133879781422,13
367,-6484.5,200,17.343283378746595,9.539727520435967,13
368,-5647.0,200,17.34158967391304,9.537445652173913,13
369,-5864.0,200,17.34128726287263,9.535758807588076,13
370,-5640.0,200,17.340094594594596,9.531918918918919,13
371,-5911.0,200,17.340498652291107,9.531280323450135,13
372,-6124.0,200,17.34190860215054,9.531344086021505,13
373,-5873.0,200,17.342412868632707,9.527949061662198,13
374,-6094.5,200,17.34274064171123,9.531377005347593,13
375,-6233.5,200,17.343653333333332,9.533213333333334,13
376,-6294.5,200,17.34658244680851,9.53216755319149,13
377,-6328.0,200,17.34872679045093,9.53289124668435,13
378,-6497.0,200,17.34882275132275,9.543915343915344,13
379,-5971.0,200,17.34986807387863,9.537678100263852,13
380,-6063.0,200,17.349184210526317,9.542381578947369,13
381,-6516.5,200,17.351417322834646,9.547821522309711,13
382,-6014.0,200,17.352238219895288,9.546675392670156,13
383,-5207.5,200,17.348655352480417,9.541005221932116,13
384,-6653.5,200,17.352096354166665,9.547864583333334,13
385,-6488.0,200,17.354766233766235,9.553181818181818,13
386,-5568.5,200,17.351152849740934,9.552720207253886,13
387,-5855.5,200,17.34857881136951,9.55966408268734,13
388,-6087.0,200,17.349342783505154,9.559716494845361,13
389,-6393.0,200,17.351439588688947,9.56413881748072,13
390,-6042.0,200,17.352705128205127,9.56351282051282,13
391,-6293.5,200,17.354718670076725,9.566803069053709,13
392,-6083.0,200,17.35557397959184,9.566977040816326,13
393,-6357.0,200,17.35643765903308,9.574363867684479,13
394,-5671.0,200,17.355621827411166,9.569505076142132,13
395,-6182.5,200,17.356012658227847,9.574,13
396,-6076.0,200,17.356136363636363,9.576982323232324,13
397,-5957.0,200,17.356801007556676,9.575037783375315,13
398,-5893.0,200,17.358429648241206,9.567537688442211,13
399,-5518.0,200,17.355864661654135,9.567794486215538,13
400,-6522.5,200,17.3570375,9.5745125,13
401,-5263.0,200,17.35426433915212,9.56774314214464,13
402,-6451.0,200,17.35634328358209,9.572437810945274,13
403,-6187.0,200,17.357990074441688,9.573002481389578,13
404,-5937.5,200,17.35944306930693,9.568440594059405,13
405,-5308.5,200,17.35664197530864,9.562901234567901,13
406,-5840.0,200,17.356096059113302,9.56103448275862,13
407,-6394.0,200,17.35766584766585,9.567321867321867,13
408,-6012.5,200,17.35841911764706,9.565085784313725,13
409,-5942.5,200,17.357151589242054,9.569425427872861,13
410,-5594.5,200,17.355524390243904,9.566036585365854,13
411,-6003.5,200,17.355888077858882,9.567019464720195,13
412,-6514.0,200,17.35723300970874,9.576699029126214,13
413,-6340.0,200,17.35823244552058,9.584794188861986,13
414,-5934.0,200,17.35806763285024,9.585809178743961,13
415,-5552.0,200,17.35577108433735,9.585325301204819,13
416,-5913.5,200,17.35532451923077,9.586526442307692,13
417,-5751.0,200,17.354916067146284,9.58400479616307,13
418,-5957.5,200,17.355586124401913,9.582906698564594,13
419,-6145.0,200,17.355047732696896,9.585310262529832,13
420,-6258.5,200,17.355833333333333,9.589095238095238,13
421,-5599.5,200,17.35585510688836,9.57895486935867,13
422,-5805.5,200,17.355710900473934,9.577523696682464,13
423,-6353.5,200,17.355709219858156,9.585212765957447,13
424,-5905.0,200,17.355813679245284,9.585330188679245,13
425,-6094.5,200,17.355541176470588,9.59044705882353,13
426,-5701.5,200,17.35393192488263,9.587417840375586,13
427,-5479.5,200,17.351206088992974,9.584590163934426,13
428,-5702.0,200,17.350584112149534,9.582289719626168,13
429,-6137.5,200,17.351223776223776,9.583356643356643,13
430,-6360.0,200,17.352313953488373,9.58536046511628,13
431,-6177.5,200,17.354002320185614,9.585255220417633,13
432,-5228.0,200,17.350949074074073,9.576597222222222,13
433,-6203.0,200,17.352355658198615,9.57960739030023,13
434,-6320.5,200,17.35225806451613,9.58860599078341,13
435,-6239.5,200,17.353045977011494,9.591482758620689,13
436,-6126.5,200,17.354495412844038,9.590825688073394,13
437,-6042.0,200,17.355102974828377,9.590160183066361,13
438,-6162.5,200,17.35445205479452,9.593949771689498,13
439,-6031.5,200,17.355660592255127,9.592277904328018,13
440,-5750.5,200,17.354511363636362,9.590477272727274,13
441,-5429.5,200,17.351757369614514,9.589614512471655,13
442,-5691.0,200,17.350113122171944,9.588766968325793,13
443,-5579.5,200,17.348171557562075,9.587121896162529,13
444,-5687.5,200,17.346891891891893,9.583783783783783,13
445,-5585.5,200,17.34694382022472,9.57529213483146,13
446,-5392.5,200,17.34445067264574,9.57372197309417,13
447,-5673.0,200,17.342539149888143,9.575313199105146,13
448,-6361.0,200,17.343537946428572,9.579274553571429,13
449,-5955.5,200,17.343897550111357,9.577071269487751,13
450,-5659.5,200,17.340822222222222,9.580955555555555,13
451,-6085.0,200,17.341962305986698,9.581208425720622,13
452,-6057.0,200,17.340320796460176,9.586615044247788,13
453,-5719.0,200,17.339834437086093,9.583156732891831,13
454,-6100.5,200,17.33785242290749,9.594471365638766,13
455,-6403.0,200,17.33992307692308,9.597395604395604,13
456,-5864.5,200,17.339342105263157,9.599166666666667,13
457,-6112.0,200,17.34140043763676,9.595853391684901,13
458,-5561.5,200,17.340884279475983,9.590065502183407,13
459,-5784.0,200,17.340446623093683,9.587799564270153,13
460,-5885.5,200,17.33983695652174,9.589217391304349,13
461,-6176.0,200,17.34052060737527,9.590574837310195,13
462,-6124.0,200,17.341179653679653,9.592218614718615,13
463,-6019.0,200,17.342138228941685,9.589622030237582,13
464,-6075.5,200,17.34229525862069,9.591616379310345,13
465,-6498.0,200,17.34331182795699,9.598505376344086,13
466,-6107.5,200,17.343175965665235,9.602285407725322,13
467,-6190.0,200,17.345331905781585,9.600824411134903,13
468,-5688.5,200,17.34272435897436,9.602970085470085,13
469,-6509.5,200,17.344339019189764,9.608283582089552,13
470,-5857.0,200,17.343968085106383,9.606893617021276,13
471,-6016.5,200,17.343789808917197,9.611454352441614,13
472,-5931.5,200,17.343771186440677,9.61083686440678,13
473,-6299.0,200,17.345,9.614016913319238,13
474,-5947.0,200,17.344440928270043,9.612489451476794,13
475,-6214.5,200,17.345821052631578,9.612694736842105,13
476,-6362.5,200,17.346670168067227,9.616932773109244,13
477,-6097.5,200,17.345828092243188,9.6212893081761,13
478,-5634.5,200,17.34510460251046,9.615585774058577,13
479,-5948.0,200,17.34589770354906,9.613601252609604,13
480,-5945.0,200,17.3464375,9.612395833333334,13
481,-6203.5,200,17.34769230769231,9.613607068607068,13
482,-5848.5,200,17.347759336099585,9.611078838174274,13
483,-5850.0,200,17.34689440993789,9.6125983436853,13
484,-6229.0,200,17.34788223140496,9.614545454545455,13
485,-5944.0,200,17.34919587628866,9.608278350515464,13
486,-6134.5,200,17.3490329218107,9.610318930041153,13
487,-6089.0,200,17.34870636550308,9.612720739219712,13
488,-5825.0,200,17.34747950819672,9.612428278688524,13
489,-5544.0,200,17.34676891615542,9.60614519427403,13
490,-5980.5,200,17.34765306122449,9.603122448979592,13
491,-6093.5,200,17.34613034623218,9.609562118126274,13
492,-5693.5,200,17.342977642276423,9.611128048780488,13
493,-5969.5,200,17.34344827586207,9.60841784989858,13
494,-6134.0,200,17.344807692307693,9.607429149797571,13
495,-6597.0,200,17.34711111111111,9.611343434343434,13
496,-5912.5,200,17.346300403225808,9.61491935483871,13
497,-5799.0,200,17.346971830985915,9.608913480885311,13
498,-6640.0,200,17.34983935742972,9.613212851405622,13
499,-5537.0,200,17.347264529058116,9.610460921843687,13
500,-5921.0,200,17.34794,9.60878,13
501,-5474.0,200,17.345159680638723,9.609451097804392,13
502,-5629.0,200,17.344382470119523,9.606364541832669,13
503,-5852.0,200,17.344801192842944,9.601163021868787,13
504,-6083.0,200,17.344126984126984,9.602222222222222,13
505,-5954.5,200,17.344772277227722,9.601148514851484,13
506,-5672.5,200,17.344328063241107,9.59800395256917,13
