episode,reward,epsilon,steps,car_wait_avg,ped_wait_avg,signal_switches
352,-755.5,0.1712870076899825,200,5.001931818181818,0.9936789772727272,7283
353,-377.5,0.17043057265153258,200,4.998172804532578,0.9943626062322947,7302
354,-670.0,0.16957841978827493,200,4.996723163841808,0.9943361581920904,7324
355,-693.5,0.16873052768933355,200,4.995394366197183,0.9950422535211267,7346
356,-394.0,0.1678868750508869,200,4.9925,0.995126404494382,7366
357,-871.0,0.16704744067563246,200,4.993767507002801,0.9945658263305323,7385
358,-806.0,0.1662122034722543,200,4.992918994413408,0.9952234636871509,7406
359,-489.5,0.16538114245489302,200,4.990543175487465,0.9943454038997215,7428
360,-789.5,0.16455423674261854,200,4.989513888888889,0.99475,7449
361,-1031.0,0.16373146555890544,200,4.99090027700831,0.994612188365651,7470
362,-899.0,0.16291280823111093,200,4.991850828729282,0.9946961325966851,7490
363,-891.0,0.16209824418995536,200,4.992603305785124,0.9941322314049587,7511
364,-1105.5,0.16128775296900558,200,4.995233516483516,0.9939423076923077,7532
365,-441.5,0.16048131420416054,200,4.992849315068493,0.9934657534246575,7553
366,-751.0,0.15967890763313974,200,4.992622950819672,0.9923497267759562,7574
367,-801.5,0.15888051309497406,200,4.992942779291553,0.9923024523160763,7595
368,-378.5,0.1580861105294992,200,4.990163043478261,0.9921195652173913,7617
369,-823.5,0.1572956799768517,200,4.9892818428184285,0.9931029810298103,7639
