episode,reward,epsilon,steps,car_wait_avg,ped_wait_avg,signal_switches
370,-519.5,0.15650920157696743,200,4.987459459459459,0.9923648648648649,7660
371,-939.5,0.1557266555690826,200,4.987520215633423,0.9929919137466308,7680
372,-327.0,0.1549480222912372,200,4.984072580645162,0.9919758064516129,7701
373,-375.0,0.15417328217978102,200,4.980697050938338,0.9934584450402145,7722
374,-779.5,0.1534024157688821,200,4.981163101604278,0.9924465240641711,7743
375,-613.5,0.1526354036900377,200,4.98024,0.9915466666666667,7764
376,-450.0,0.1518722266715875,200,4.978351063829788,0.9916755319148937,7786
377,-1057.5,0.15111286553822956,200,4.981114058355438,0.9909018567639257,7808
378,-878.5,0.15035730121053842,200,4.98175925925926,0.990542328042328,7830
379,-453.0,0.14960551470448571,200,4.979828496042217,0.990910290237467,7851
380,-365.0,0.14885748713096328,200,4.9769342105263155,0.9914605263157895,7872
381,-891.5,0.14811319969530845,200,4.977664041994751,0.9907217847769029,7893
382,-659.5,0.1473726336968319,200,4.977002617801047,0.9906806282722513,7914
383,-757.0,0.14663577052834775,200,4.976749347258486,0.9908093994778068,7936
384,-797.5,0.14590259167570602,200,4.977369791666667,0.9908723958333333,7957
385,-404.0,0.1451730787173275,200,4.974506493506493,0.9901688311688311,7977
386,-473.5,0.14444721332374086,200,4.9722020725388605,0.9908290155440415,7998
387,-689.0,0.14372497725712216,200,4.971369509043928,0.9910335917312662,8019
388,-507.5,0.14300635237083656,200,4.969342783505154,0.9914690721649485,8041
389,-608.5,0.14229132060898236,200,4.968187660668381,0.9912853470437017,8062
390,-437.0,0.14157986400593744,200,4.965474358974359,0.991051282051282,8083
391,-369.0,0.14087196468590776,200,4.962621483375959,0.9912659846547315,8104
392,-863.0,0.14016760486247823,200,4.963188775510204,0.9906377551020408,8125
393,-636.5,0.13946676683816583,200,4.962837150127227,0.9910305343511451,8145
394,-609.0,0.138769433003975,200,4.96255076142132,0.9905583756345178,8166
395,-1055.5,0.13807558583895513,200,4.963113924050633,0.9911518987341772,8186
396,-892.5,0.13738520790976036,200,4.964090909090909,0.9908459595959596,8207
397,-282.5,0.13669828187021155,200,4.9609445843828714,0.991007556675063,8229
398,-669.0,0.13601479046086049,200,4.960741206030151,0.9910050251256282,8250
399,-400.5,0.1353347165085562,200,4.95874686716792,0.9905639097744361,8271
400,-331.5,0.1346580429260134,200,4.956,0.9898375,8292
401,-871.0,0.13398475271138335,200,4.957917705735661,0.9901246882793018,8313
402,-508.5,0.13331482894782642,200,4.956592039800995,0.9895273631840796,8334
403,-586.5,0.13264825480308728,200,4.954826302729528,0.9905086848635236,8355
404,-586.5,0.13198501352907185,200,4.953873762376237,0.989480198019802,8377
405,-389.5,0.1313250884614265,200,4.9519876543209875,0.9897777777777778,8398
406,-478.5,0.13066846301911936,200,4.950431034482759,0.9892733990147783,8420
407,-450.5,0.13001512070402377,200,4.948071253071253,0.9892628992628992,8440
408,-614.5,0.12936504510050365,200,4.9478308823529416,0.9883700980392157,8461
409,-147.0,0.12871821987500112,200,4.9437041564792175,0.9876283618581907,8483
410,-766.0,0.12807462877562611,200,4.943487804878049,0.9884512195121952,8504
411,-619.0,0.12743425563174798,200,4.942919708029197,0.9882846715328467,8525
412,-572.5,0.12679708435358925,200,4.942269417475728,0.9874150485436893,8547
413,-902.0,0.1261630989318213,200,4.942917675544794,0.9882203389830508,8568
414,-566.5,0.1255322834371622,200,4.941111111111111,0.9881280193236714,8589
415,-535.0,0.12490462201997637,200,4.9396867469879515,0.9875301204819277,8611
416,-412.5,0.1242800989098765,200,4.937932692307692,0.9871875,8632
417,-570.5,0.12365869841532712,200,4.936810551558753,0.9864028776978417,8653
418,-917.5,0.12304040492325048,200,4.93767942583732,0.9869258373205742,8674
419,-485.0,0.12242520289863423,200,4.935715990453461,0.9861694510739857,8696
420,-798.0,0.12181307688414106,200,4.937083333333334,0.985845238095238,8718
421,-891.5,0.12120401149972035,200,4.93875296912114,0.9855463182897862,8736
422,-819.5,0.12059799144222175,200,4.938483412322275,0.9857938388625592,8757
423,-182.0,0.11999500148501063,200,4.935236406619385,0.9854491725768322,8778
424,-737.0,0.11939502647758558,200,4.935094339622641,0.9852122641509434,8800
425,-272.0,0.11879805134519765,200,4.932611764705882,0.9850823529411765,8822
426,-743.5,0.11820406108847166,200,4.932805164319249,0.9847887323943662,8844
427,-536.0,0.1176130407830293,200,4.931990632318501,0.9848360655737705,8865
428,-498.5,0.11702497557911415,200,4.930315420560747,0.9850700934579439,8886
429,-357.5,0.11643985070121858,200,4.927972027972028,0.9845571095571095,8908
430,-722.5,0.11585765144771248,200,4.927337209302325,0.9848720930232558,8929
431,-1001.0,0.11527836319047392,200,4.929524361948956,0.9839791183294664,8951
432,-629.5,0.11470197137452155,200,4.9282407407407405,0.9848032407407408,8973
433,-698.5,0.11412846151764894,200,4.92784064665127,0.9843418013856813,8995
434,-663.0,0.1135578192100607,200,4.927615207373272,0.9846658986175115,9016
435,-299.0,0.11299003011401039,200,4.925344827586207,0.9846206896551725,9037
436,-632.5,0.11242507996344034,200,4.924919724770642,0.9850114678899082,9058
437,-704.5,0.11186295456362313,200,4.924965675057209,0.984954233409611,9078
438,-590.0,0.11130363979080501,200,4.923995433789955,0.9839611872146119,9099
439,-448.5,0.11074712159185099,200,4.922346241457859,0.9833143507972665,9120
440,-319.0,0.11019338598389174,200,4.919590909090909,0.98275,9142
441,-652.0,0.10964241905397228,200,4.918662131519274,0.9830725623582767,9164
442,-1055.0,0.10909420695870241,200,4.921006787330317,0.9832352941176471,9184
443,-559.0,0.1085487359239089,200,4.920146726862303,0.983058690744921,9206
444,-1670.0,0.10800599224428936,200,4.924786036036036,0.9829729729729729,9227
445,-517.5,0.10746596228306791,200,4.92323595505618,0.9831123595505618,9249
446,-502.5,0.10692863247165257,200,4.922578475336323,0.9826233183856502,9271
447,-696.5,0.1063939893092943,200,4.922225950782998,0.9824944071588367,9292
448,-597.5,0.10586201936274783,200,4.92171875,0.982109375,9314
449,-847.0,0.10533270926593409,200,4.92228285077951,0.9825946547884187,9336
450,-584.5,0.10480604571960442,200,4.921522222222222,0.9823777777777778,9358
451,-354.5,0.1042820154910064,200,4.919168514412417,0.9813525498891352,9379
452,-736.0,0.10376060541355137,200,4.918794247787611,0.9814048672566371,9400
453,-684.5,0.1032418023864836,200,4.918675496688742,0.9811368653421634,9421
454,-679.5,0.10272559337455119,200,4.917665198237885,0.9817070484581498,9442
455,-679.0,0.10221196540767843,200,4.916571428571428,0.9821978021978022,9463
456,-657.0,0.10170090558064004,200,4.915953947368421,0.9821052631578947,9485
457,-660.0,0.10119240105273684,200,4.915382932166302,0.9821553610503282,9507
458,-633.5,0.10068643904747315,200,4.914956331877729,0.9818777292576419,9529
459,-641.0,0.10018300685223579,200,4.913877995642702,0.9816666666666667,9550
460,-492.0,0.0996820918179746,200,4.911826086956522,0.9817934782608696,9571
461,-152.0,0.09918368135888474,200,4.90887201735358,0.9811279826464209,9593
462,-593.0,0.09868776295209031,200,4.908344155844156,0.9808874458874459,9615
463,-477.0,0.09819432413732986,200,4.9069438444924405,0.980377969762419,9637
464,-873.5,0.09770335251664321,200,4.908135775862069,0.980010775862069,9658
465,-348.5,0.09721483575406,200,4.906268817204301,0.9798924731182795,9679
466,-384.5,0.09672876157528969,200,4.904023605150215,0.9798175965665236,9700
467,-481.0,0.09624511776741324,200,4.9023126338329766,0.9801713062098502,9720
468,-262.0,0.09576389217857617,200,4.8991987179487175,0.9802777777777778,9741
469,-219.0,0.09528507271768329,200,4.896076759061834,0.9800106609808102,9762
470,-331.5,0.09480864735409487,200,4.893829787234043,0.9804787234042553,9783
471,-851.5,0.0943346041173244,200,4.895467091295116,0.9802441613588111,9804
472,-340.5,0.09386293109673778,200,4.893728813559322,0.9801588983050847,9826
473,-786.0,0.09339361644125409,200,4.89475687103594,0.980137420718816,9848
474,-876.0,0.09292664835904782,200,4.895833333333333,0.9806962025316456,9870
475,-342.5,0.09246201511725258,200,4.893052631578947,0.9814736842105263,9892
476,-766.5,0.09199970504166631,200,4.8928046218487395,0.981859243697479,9913
477,-571.5,0.09153970651645797,200,4.891635220125786,0.9815723270440252,9934
478,-1051.5,0.09108200798387568,200,4.89265690376569,0.9824058577405858,9954
479,-314.5,0.0906265979439563,200,4.890605427974948,0.9817536534446764,9975
480,-461.5,0.09017346495423652,200,4.889708333333333,0.9816145833333333,9997
481,-433.0,0.08972259762946533,200,4.888513513513513,0.9814033264033264,10018
482,-591.5,0.089273984641318,200,4.88746887966805,0.9812448132780083,10039
483,-560.5,0.0888276147181114,200,4.886656314699793,0.9810144927536232,10061
484,-446.5,0.08838347664452084,200,4.885123966942149,0.9808264462809917,10082
485,-673.0,0.08794155926129824,200,4.884494845360825,0.9806185567010309,10104
486,-391.5,0.08750185146499175,200,4.882993827160494,0.9805864197530865,10125
487,-390.0,0.08706434220766679,200,4.881119096509241,0.9803388090349076,10147
488,-464.5,0.08662902049662846,200,4.879415983606558,0.9803893442622951,10167
489,-701.5,0.08619587539414532,200,4.879826175869121,0.9801022494887526,10189
490,-410.0,0.08576489601717459,200,4.877775510204081,0.9798979591836735,10211
491,-318.5,0.08533607153708872,200,4.8760386965376785,0.9793482688391039,10233
492,-244.0,0.08490939117940327,200,4.873262195121951,0.9786686991869918,10255
493,-356.5,0.08448484422350626,200,4.870943204868154,0.9786713995943205,10277
494,-249.5,0.08406242000238873,200,4.868309716599191,0.9789676113360324,10299
495,-693.0,0.08364210790237678,200,4.8678888888888885,0.9791313131313132,10320
496,-429.5,0.0832238973628649,200,4.866622983870967,0.9786693548387096,10341
497,-417.5,0.08280777787605056,200,4.865422535211268,0.9778370221327968,10363
498,-527.0,0.08239373898667031,200,4.864738955823293,0.9776506024096385,10385
499,-448.5,0.08198177029173696,200,4.8633667334669335,0.9773947895791583,10406
500,-101.0,0.08157186144027828,200,4.86062,0.97645,10426
